id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_province,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags
xiruitech,xiruitech,3640691,726,https://www.linkedin.com/company/xiruitech/,"Wuhan Xirui Technology Co.,ltd",https://media-exp1.licdn.com/dms/image/C560BAQGWWLu7q3XAag/company-logo_400_400/0/1611020626745?e=1621468800&v=beta&t=cww-IoX6_69aOUvASd_wHd4JgObUQBIzxonMYF4167Q,SELF_EMPLOYED,8615058407632,http://www.xirutech.com,"Disposable PPE products, FFP3, FFP2, N95, Isolation gown, Disposable Nonwoven Products for personal protective.",3,11,50,67,"Wuhan Xirui Technology Co., LTD is a leading supplier for disposable medical supplies, medical consumable cotton products, disposable non-woven products for personal appearance protective, full range of products for healthcare, laboratory, safety, cosmetic, industrial, and food market.   High-quality products follow the standard of ISO13485 and FDA in our customers. Xirui Technology providing the highest level of customer service, competitive pricing,  speedy delivery, and a comprehensive, cutting-edge product offering. Our workshop covered more than 2000 square meters,  about 50 employees with a manufacturing capacity of 1500,000 pieces every day. We have exported to USA, Canada, Switzerland more than 30 countries in the world. The high standard of products is welcomed by our customers. At present, our company increased the investment to expands the markets and tries to create a high-class enterprise.   Our ultimate goal is your satisfaction with Faithfulness to make them better and better with you. I hope to make a business relationship with you and win-to-win for us.",2017,CN,Wuhan,HB,,,430000,Medical Device,"medical,Personal care,KN95,N95,PPE,Isolation Gown,Disposable shoe covers,nonwoven face mask,Disposable dental bibs,surgical,tongue depressor,dental products,pets care products,Disposable Personal protective face mask,3 PLY Face Mask,ffp2,ffp3,Protective Clothes,head caps,respirators,cotton swabs,cotton balls,bed sheets",
quanzhoufortune,quanzhoufortune,13683475,727,https://www.linkedin.com/company/quanzhoufortune/,"Quanzhou Fortune Trade Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQEWMRgF3p-M3w/company-logo_400_400/0/1521513032012?e=1621468800&v=beta&t=6rzbmBbxZHLdowqu15qHeiMpre1H-QU9D2eRVPMZ7NQ,PRIVATELY_HELD,0086-595-28862108,http://www.fortunetrade.cn,"your preferred pharmaceutical APIs, intermediates, food nutritions and plant extracts reliable suppliers and partners",6,51,200,67,"Welcome to our linkedin Company page! I'am glad you found us!   Quanzhou Fortune is a company committing to contract synthesis and Pharmaceutical intermediates, APIs, food nutritions and plant extracts. we have established one research center and three manufacturing bases in Zhejiang, Jiangsu and Shandong separately. We also has established qualified quality control systems ,having passed ISO9001 quality system authentication, which promise to provide strong R&D, qualified QC and contract manufacturing services.         With the support of experienced technicians who have PhDs or master degrees, we now are a capable provider of contract synthesis and production, Now, our products are well sold in North America, Europe, Japan, South Korea, India and the Middle East, and customers are highly satisfied with our products and service!       To achieve sustainable and steady developement, we establish closely cooperative relationships with famous universities and institutions of China. We regularly exchang information with them and make cooperation on the R&D of new technolgies.  For Pharmaceuticals, we wish to keep people from disease!  For Nutritionals, Get from Nature and Benifit from Nature!  Specialites: APIS, intermediates, vitamins, food nutritions, and plant extracts",2000,CN,Quanzhou,FJ,Jinhuai Road,Fengze District,362000,Biotechnology,,
dong-sung-pharmaceutical-co-ltd-,dong-sung-pharmaceutical-co-ltd-,4500378,728,https://www.linkedin.com/company/dong-sung-pharmaceutical-co-ltd-/,"Dongsung Bio Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQEp1FOyB3gE5Q/company-logo_400_400/0/1544494248566?e=1621468800&v=beta&t=m4GngXK-pxLIZYyrQnH2xX3zxW8X0HACNEteLg_cG6k,PRIVATELY_HELD,,http://dongsung-pharm.com/user-english/index.php,Health from Nature,9,201,500,55,Dongsung biopharmaceutical with 60 years of history provides customer-oriented total services and future-oriented marketing which covers cosmetics and finished medicine.,1957,KR,Seoul,,"683(Banghak-dong), Dobong-ro, Dobong-gu,",,1340,Pharmaceuticals,"cosmetics,OTC,ETC,Hair Dye,Dietary Supplements",
jiangsu-youli-optics-spectacles-co-ltd,jiangsu-youli-optics-spectacles-co-ltd,18156025,730,https://www.linkedin.com/company/jiangsu-youli-optics-spectacles-co-ltd/,"Jiangsu Youli Optics Spectacles Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQGRwhQlCUBKAg/company-logo_400_400/0/1519895679065?e=1621468800&v=beta&t=p1oNOq-OytguMjrG3GDgoCB0_VlvO9Plk4ZDBsP7yeY,PARTNERSHIP,,http://www.youli-lens.com,,9,1001,5000,63,"Jiangsu Youli Optical is a professional large-scale manufacturer of the line of optical lenses for 20 years, Composed of Jiangsu Governor Optical, Asia Optical, and Xianrenshan Optical. Youli has been a joint venture with Essilor France from 2011 Sep.  Youli Optical specialized in manufacturing of finished single vision and semi-finished single vision lens 1.56, 1.60, MR-8 and 1.67(MR-7) in spherical and aspherical design, also produce for photochromic and contact lens. Our daily output can reach 120,000 pairs now.",2011,CN,Danyang ,JS,"No.18 South to Reservoir, Yiwei Road, Economic Development Zone, Danyang. Jiangsu. China.",,212300,Medical Device,"sing vision lenses,optical lens manufacturer,plastic optical lens,1.56 single vision lens,1.6 mr8 lens,1.67 mr-7 lens,high index lens ,middle index lens ,blue cut lens,blue block lens,uv420 blue cut lens ,cr39 lens,1.49 index lens,semi finished single vision lens,semi finished optical lens blanks",
pluscare-heathcare-hubei-co.-ltd,pluscare-heathcare-hubei-co.-ltd,6589525,731,https://www.linkedin.com/company/pluscare-heathcare-hubei-co.-ltd/,"Pluscare Heathcare Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQEcMy3g1g3ezw/company-logo_400_400/0/1519874361111?e=1621468800&v=beta&t=mL1GgM5Vs8-NDi14ffjBhSyg4XgWqYnL3CMchJit5C0,PRIVATELY_HELD,,http://www.pluscarehealth.com,,5,201,500,75,"Pluscare Healthcare (Hubei) Co.,Ltd. (here below as Pluscare) is a Chinese company based in Xiantao city,Hubei province since 2008, covering the land space of 26000 sqm with manufacturing area of 5000 sqm, with a standard  ISO Class 10 clean-room ETO sterilization center . We has been distinguished with approvals and certifications such as FDA , ISO13485:2003 and CE . We manufacture and supply a range of medical and healthcare products. In China, Pluscare supply to hospital,trading companies,medical equipments companies and local distributors. At the same time products are widely exported to the European Union countries,USA, Canada, Africa, Asian countries, Australia, New Zealand, Russia, Eastern European Countries, South America and Middle-East countries (more than 130 countries and territories). Being a professional manufacturer of disposable nonwoven and plastic consumables, we mainly produce and supply sterile and non-sterile products as follows: overalls,gowns,caps,shoecovers,sleeve covers,face masks,suits,gloves,disposable products for salon ect. We can also provide disposable medical dressing products manufactured by our sister company Hubei V-medical. We work with integrity, and professionalism to satisfy our customers' requirements; We are committed to improving patients' health and quality of life by delivering  the best possible customer service, excellent quality and the most advanced products; Our experienced innovate team will help our customers develop new projects with premier and the most updated Non-Woven trend in the world.",2006,CN,Xiantao,HB,"No.10,Middle of Yanhe Road",,433000,Medical Device,"Medical Consumables,industry safety consumables,hotel consumsables",
creative-biosciences-Guangzhou-co-ltd,creative-biosciences-Guangzhou-co-ltd,65822841,732,https://www.linkedin.com/company/creative-biosciences-Guangzhou-co-ltd/,"Creative Biosciences Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQFVYfk4pGd4Tg/company-logo_400_400/0/1590393245744?e=1621468800&v=beta&t=sj_rfmqFRnP9azbdeljoDZmzwK2BYYrtS7PX7G-anXE,PRIVATELY_HELD,+86-020-82510982,https://en.creativebio.cn/,Stool DNA test for early detection of colorectal cancer- Accurate Convenient Early Detection Noninvasive No blind spot,12,201,500,52,"CreativeBio is a high-tech bioscience company founded in 2015 by a team of excellent scientists who had returned from abroad. It’s the proud developer, producer and seller of the top brand Colosafe-a stool DNA testing kit for early detection of colorectal cancer. The company is well known for developing detection kits for cancers as well as offering its matching testing services. Headquartered in Guangzhou, CreativeBio has set up offices in Beijing, Shanghai, Xi'an, Hangzhou and established other branches in Hong Kong and Rochester of Minnesota, USA. Its medical testing laboratories scatter nationwide in Guangzhou, Tianjin, Wuhan, Jinan and other places. As of today, the company owns a plethora of independent intellectual property rights and internationally renowned research and development capabilities. Financially, the company has completed several rounds of high-quality venture capital funding and obtained strong support at all levels from the national, provincial, municipal and district governments. It has become a star enterprise in the industry attracting extraordinary attention in China. In line with the lofty ideal of ""Human Health, My Mission"", we strive to achieve breakthroughs and advancements in early diagnosis, therapeutic treatment, and prognostic monitoring of cancer and other diagnostic fields for the ultimate health benefits of the people.  Our featured product Colosafe is the first NMPA approved stool DNA testing kit for early detection of colorectal cancer in China. Colosafe is proudly made in China with ISO13485 and CE mark. It's highly recommended as an early screening method for colorecal cancer by worldly renowned specialists becuase it's noninvasive, accurate, convenient and leaving no blind spot! We are committed and dedicated to leave nobody behind in early screening of colorectal cancer!",2015,CN,Guangzhou,GD,"11 KAIYUAN AVE. 6th FLOOR, BUILDING A2, SCIENCE CITY, Guangzhou HIGH-TECH INDUSTRIAL DEVELOPMENT ZONE",,510530,Biotechnology,,
huanghua-promisee-dental-co.-ltd,huanghua-promisee-dental-co.-ltd,5902879,733,https://www.linkedin.com/company/huanghua-promisee-dental-co.-ltd/,"HUANGHUA PROMISEE DENTAL CO.,LTD",https://media-exp1.licdn.com/dms/image/C4D0BAQFp9ctQCpAq0g/company-logo_400_400/0/1519891540348?e=1621468800&v=beta&t=FLA-v4C6e2Rg7a8xgPd2Hr9nKGuEXK3p4h3gpVG3fE0,SELF_EMPLOYED,,http://www.promiseedental.com,Healthy-Natural-Beautiful,10,51,200,60,"Huanghua Promisee Dental Co.,Ltd, which is a leading professional manufacturer of Dental Medical Consumables since 2004 in China. Our products line contains Micro Applicator, Poly-wedges, Air Water Syringe Tips, Cotton Roll Dispenser, Cheek Retractor, Denture Box, Impression Tray, Safety Glasses Face Shield With Frame, etc, which are mostly for Hospitals, Dental Clinics, Drugstore, Home care,  Personal health care, Oral hygiene, Surgical, Scientific laboratories, and hobby use etc. Our products have passed the ISO 13485 Quality Certificate, FDA and CE Security Certificate.    Now we are looking for new opportunities for partnership, including distributer and private label or OEM production. This is a great business cooperation opportunity for you to enlarge your market. With your great sales channels and our high quality products, if you sell our products via your existing sales channels with large quantities, you will get much more profits and customers quickly.   Welcome you to make trail order with us for testing and evaluating our products. After you get good feedback from your customers, we'd like to do further business cooperation with you and sincerely hope to establish long-term business cooperation with your esteemed company. We will try our best to give you best support and best service. :)  If you have any questions or concerns, please feel free to contact us.  Huanghua Promisee dental Co.,ltd Mould Industry Garden, Empolder Section, 061100 Huanghua, Hebei Province, China Tel:+86-0317-8881703 ;Fax:+86-0317-8881708 WhatsApp:+86-15100759341 Skype:chris.yang84",2004,CN,Cangzhou,HE,,,61100,Medical Device,"Micro applicator,DENTURE BOX,POLY WEDGES AND WODDEN WEDGES,DISPOSABLE AIR WARER SYRING TIPS,MIXING TIPS,CHEEK RETRACTOR,IMPRESSION TRAYS AND FLORIDE FOAM TRAYS,SAFTY GLASSES,SAFTY GLASSES AND PROTECTIVE FACE SHILED,SUCTION TUBES,PROTECTIVE BARRIER FILM",
Shanghai-korey-pharm-co-ltd,Shanghai-korey-pharm-co-ltd,2219274,734,https://www.linkedin.com/company/Shanghai-korey-pharm-co-ltd/,"Shanghai Korey Pharm Co.,ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQEF5I7Vy_c8EQ/company-logo_400_400/0/1519894481774?e=1621468800&v=beta&t=dqVGJsdquj6t1NLPF2ngPMH1mUSaCkwTAW2Tp01XB3E,PARTNERSHIP,,http://www.koreypharm.com,,3,11,50,76,"Shanghai Korey Pharm Co., Ltd, founded in Shanghai in 2010, is entirely funded by and affiliated to Chongqing kerui Pharmaceutical Corp., Ltd which was established more than a century ago. With the support of its holding company's complete  range of industrial chains in health care domain, korey delivers to global clients four categories of products: pharmaceutical chemical material intermediates, plant extracts, medicinal slices of traditional Chinese medicine, and pharmaceutical health care products. In addition, such services as OEM/ ODM and importation distributions are available in our corporation.",2010,CN,Qingpu,SH,"No.157,Lane 1355,Zhuguang RD",,201702,Pharmaceuticals,"pharmaceutical chemical material intermediates,plant extracts,medicinal slices of traditional Chinese medicine,pharmaceutical health care products,OEM / ODM services",
kunming-yulong-optical-filters,kunming-yulong-optical-filters,3795689,735,https://www.linkedin.com/company/kunming-yulong-optical-filters/,"Optolong Optics Co.,Ltd ",https://media-exp1.licdn.com/dms/image/C560BAQGzwtZj6dV5BQ/company-logo_400_400/0/1555743999888?e=1621468800&v=beta&t=7HMrOgNrzlFs5se1zsM8v5YGCGjE6ciYZSdFMTszus4,PRIVATELY_HELD,,http://www.optolong.com,Optical Filters Solution for Life Science ,12,51,200,308,Optolong Optics specialize in optical filters since year 1999 .,1999,CN,Kunming,YN,"Room 1526,Building 7,phase Ⅱ,Lenovo Tech center,Kepu RD,Kunming city,650102,Yunnan,China",,650102,Biotechnology,"Bandpass filter,Fluorescent microscopy,Fluorescent filter,DNA microarray scanners,Astronomy filters,Real-timme PCR,Laser filters,Flow cytometry,Machine vision filter,Iamge system filter",
fofo-medical-co-ltd,fofo-medical-co-ltd,18162907,736,https://www.linkedin.com/company/fofo-medical-co-ltd/,"Fofo Medical Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4D0BAQGxvfOMPvrD_A/company-logo_400_400/0/1519898472633?e=1621468800&v=beta&t=lmLS-HlTpIR5O4m87y8HzOKL61xcy1dHP9vTonO1yQE,PARTNERSHIP,,http://www.fofomedical.com,,4,51,200,61,"FOFO group is a joint venture with famous wheelchair manufacture guangdong kaiyang .over 3000 labors in group.   over 10000 square meters new building plant in Foshan , Guangdong manufacture welding product ( air mattress , cushions ) . Over 20 years manufacture high -frequency experience . 2X 180KW welding high -frequency machine   main products : Medical air mattress ; nebulizer ; air compression therapy device , wheelchair cushions   OEM famous brand to Europe ( germany , spain , Italy..)  , USA , Aisa, middle east ...",2016,CN,Xiamen,FJ,"Floor3 ,No99,Houpu west road,Jiyuan,Jimei, Xiamen, 361012,China",,361000,Medical Device,"medical air mattress with pump ,Nebulizer ,medical air cushions,Air compression therapy leg cufss,DVT cuffs",
jiuxin-medical-technology-co-ltd,jiuxin-medical-technology-co-ltd,3219644,737,https://www.linkedin.com/company/jiuxin-medical-technology-co-ltd/,"JIUXIN MEDICAL TECHNOLOGY CO.,LTD",https://media-exp1.licdn.com/dms/image/C510BAQGHWfkSP-A-Ng/company-logo_400_400/0/1519865364787?e=1621468800&v=beta&t=rgBJ7Y5qyRbsOFyhfJgyB_zF3OtkBEAsy4wErubJFU8,PARTNERSHIP,,http://www.jiuxin-med.com,,8,51,200,71,"Jiuxin Medical Technology Co., Ltd is the professional medical ventilator manufacturer in China for more than 15 years of medical ventilators, portable ventilators, emergency ventilators, transport ventilators, medical cylinder, and other medical supplies for more than 50 countries in the world. Our products are widely used in hospitals, ambulances and other medical institutions.",2000,CN,Taizhou,JS,NO. 168 West Phoenix Road,,225300,Medical Device,"medical device,Medical Equipments,Medical ventilator,portable ventilator,transport ventilator,emergency ventilator",
dongpin-beauty-&-medical-technology,dongpin-beauty-&-medical-technology,10865271,738,https://www.linkedin.com/company/dongpin-beauty-&-medical-technology/,"Guangdong Dongpin Beauty & Medical Technology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQFFD8u9DesNWA/company-logo_400_400/0/1519917829810?e=1621468800&v=beta&t=RSo1oXLgZ-2_Wvp5GbtR0ER-qviHvQy7s7Urqm1TCUg,PRIVATELY_HELD,,http://www.treatmenttablefactory.com,,13,51,200,60,"Guangdong Dongpin beauty & medical technology Co., Ltd. is a technology company who provides beauty furnitures and physiotherapy furnitures from design to sell. The company was found in 2002, registering with RMB 10 million, office building (including R&D, Marketing, Sales, QC, Lab et.) is 5,000 square meters large with more than 80 office employees. our factory is 20,000 square meters large with a lot of automation machines, such as fiber laser cutting machine, robot welding, automatic bending machine et., and more than 80% process are finished by automatic machine in our factory for now. We focus on research and development, our R&D team is more than 20 engineers, they working on how to make product more reasonable, how to produce the products with a standard craft, they are improving the value of our products by technology. and we have more than 100 patents on our products or part for now. We also have professional QC team with over 10 members to control the quality, we manage strictly from raw materials to every production procedure, we qualified with ISO 9001 certificate as well. If you want to find a professional partner in China, Dongpin would be a good choice.",2002,CN,Foshan,GD,"1st Floor, Workshop A, Section Z-5，Jiujiang Clothing & Home Textile City，Jiuqiao Road, Jiujiang Town, Nanhai District, Foshan City.",,528208,Medical Device,"Physiotherapy,massage table,medical chair,salon chair,pedicure chair,Multi-function trolley,treatment table,therapy table",
江西三鑫医疗科技股份有限公司,江西三鑫医疗科技股份有限公司,30043066,740,https://www.linkedin.com/company/江西三鑫医疗科技股份有限公司/,"Jiangxi Sanxin Medtec Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQEoFXbQSkY_dQ/company-logo_400_400/0/1587537962527?e=1621468800&v=beta&t=xXL1XeakK2F1nwQLVQu4zCBmumb-HOdQaqNUmOekdnA,PUBLIC_COMPANY,0791-85988111,http://www.sanxin-med.com,,22,1001,5000,40,"Jiangxi Sanxin Medical Technology Co., Ltd., stock code: 300453, is a national high-tech enterprise specializing in medical device research and development, manufacturing, sales and service. Founded in 1997, the company has grown into the first listed company in the domestic infusion field after more than 20 years of accumulation. Sanxin Medical currently has more than 70 authorized patents and more than 50 registered products. Its leading products include five series of ""blood purification, indwelling catheter, injection, transfusion, and cardiothoracic surgery"". It is the first in the industry to pass the CE, CMD quality management system and product certification and the US FDA510 (K) marketing authorization.",1997,CN,Nanchang,JX,"No.999, Fushan Road, Xiaolan Economic Development Zone, Nanchang, Jiangxi,  China",,330200,Medical Device,Medical Supplies,
munkfoamchina,munkfoamchina,42865814,741,https://www.linkedin.com/company/munkfoamchina/,"Munk Foam Technology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQGo_sTHorP0mQ/company-logo_400_400/0/1588839446319?e=1621468800&v=beta&t=PenNhfy-0fskOGS71LFT1-BPrj1CWElDFMYrPJ4hR4c,PRIVATELY_HELD,+86 153 8000 9016,http://www.munkfoam.com/,"Suction Swabs, Oral swabs, Sponge Brushes, Medical Foam Swabs, Sponge Sticks, Surgical Scrub Brushes, Oral Care Swabs",1,11,50,75,"Medical polyester foam MUNKCARE, made of clinicians, researchers, engineers, is a manufacturer of medical supplies uniquely positioned to provide products, education and support across the oral care and in vitro diagnosis. Our product include oral swabs, suction swabs/ toothbrush, surgical scrubs brush, sponge brush, sample collection swabs and medical sponge. We have three subsidiary, more than 2000 m2 workshop with 100,000 grade clean room in China. Our 63 distributors and customer across all over Europe, America, Middle East, Southeast Asia and East Asia. More than 12 millions in overall companies sales in 2019.",,CN,Changzhou,JS,"Xiyan Village, Hengshanqiao Town, Wujin District",,,Medical Device,"Suction Swabs,Oral swabs,Sponge Brushes,medical Foam Swabs,Sponge Sticks,Surgical Scrub Brushes,Oral Care Swabs,Medical Brushes",
Shanghai-lianjin-industrial-&trading-co-，ltd,Shanghai-lianjin-industrial-&trading-co-，ltd,3567487,742,https://www.linkedin.com/company/Shanghai-lianjin-industrial-&trading-co-，ltd/,"Shanghai Lianjin Industrial &Trading Co.,Ltd",,PUBLIC_COMPANY,,http://tongxin.d1v1.com,,2,2,10,82,"Shanghai Lianjin Industrial &Trading Co.，Ltd Shanghai Lianjin Industrial &Trading Co.，Ltd  http://tongxin.d1v1.com/guanyuwomen/2010-06-11/79.html  Shanghai Lianjin Industrial &Trading Co.，Ltd Shanghai Lianjin Industrial &Trading Co.，Ltd Shanghai Lianjin Industrial &Trading Co.，Ltd 　　连劲通信通过与中国电信、中国联通网通、中国移动铁通等国内基础电信运营商和广电、电力等专网运营商建立战略伙伴的合作关系，实现资源优势整合与互补，致力于为企业客户提供信息化综合解决方案，提供增值电信服务、系统集成、应用软件整体解决方案。  http://tongxin.d1v1.com/guanyuwomen/2010-06-11/79.html  　　连劲通信主要从事电信数据通信业务 SDH 、 DDN 、 FR 、 ATM 、 MPLS VPN ,互联网接入业务, IDC 服务器托管业务，语音通话业务，光纤熔接，监控网络工程等。连劲通信是中国电信163骨干网光纤（ChinaNet光纤）早期代理商，在市中心拥有自建 ISP 互联互通 INTERNET 接入平台、网管中心。近年连劲通信在数据通信领域方面取得了优异的成绩，以领先的经营理念、灵活的经营机制、优质的客户服务在行业中位居前列。  　　服务注册商标： Loadjoy ， 满载快乐，满意服务！ 主营：   1）中国电信163光纤IPMAN光纤/ATM光纤专网上网光纤代理；中国联通商务动车/快车光纤代理；中国移动铁通光纤代理。 　　公司企业网吧光纤接入，商务楼光纤接入，工业区光纤接入，小区通信光纤接入，小区通信配套工程，香港及国际光纤宽带出口接入。 　　广告语--“光纤接入@连劲！今晚吃啥&你定！”--2002.6  2）企业 ADSL宽带/移动手机3G无线宽带接入；  3）电话模拟中继线， Centrex 虚拟中继线， 30B+D 数字中继线接入；   4）Loadcall网络电话；400/800电话呼叫中心（包含电话和网络语音声纹远程身份认证与管理系统/语音声纹门禁系统）；  5）移动联通电信手机 3G 信号大楼小区覆盖；   6）短信 SP 代理平台，承接短信抽奖投票评选业务；  7）大楼小区办公室网络综合布线工程，监控工程，光纤熔接等等；  8）d1TV-企业TV-视频托管-企业电视-网络视频门户解决方案（创意-拍摄-存储-发布-分享）。  销售打天下，服务定江山。让我们成为好伙伴！  http://tongxin.d1v1.com/guanyuwomen/2010-06-11/79.html http://tongxin.d1v1.com/guanyuwomen/2010-06-11/79.html http://tongxin.d1v1.com/guanyuwomen/2010-06-11/79.html",,CN,Shanghai,SH,,,,Biotechnology,,
Shanghai-genesc-biotech-co-ltd,Shanghai-genesc-biotech-co-ltd,71213523,743,https://www.linkedin.com/company/Shanghai-genesc-biotech-co-ltd/,"Shanghai GeneSc Biotech Co.,Ltd ",https://media-exp1.licdn.com/dms/image/C4D0BAQGUWL2KizlrhQ/company-logo_400_400/0/1611277439743?e=1621468800&v=beta&t=wtFbkft3Mj1sCpvW8NIXFihmpHtI-jskPZmizY7EB9c,PARTNERSHIP,400-800-2876,http://www.genesc.cn,,5,11,50,9,"Shanghai GeneSc is a subsidiary of China GeneDx Biotechnology Corporation under China National Pharmaceutical Group Corporation. GeneSc and Oxford University have reached cooperation on the OXLAMP project of rapid nucleic acid detection technology for COVID-19. It has obtained the exclusive authorization for the use of OXLAMP technology in mainland China and will introduce advanced vitro diagnostic technology from Oxford University through a long-term strategic partnership. GeneSc focuses on the Research and Development, production and sales of products related to rapid COVID-19 detection. The rapid COVID-19 detection kits produced by GeneSc have been used in Hong Kong Airport and 4 British airports including Heathrow Airport. The detection does not require. One round test time only requires 30 minutes to obtain the results. The GeneSc rapid test reagent has obtained CE certification and entered the white list of the Ministry of Commerce at the end of 2020.",2020,CN,Shanghai,SH,"Yindu Road, Xuhui District Shanghai, China",5/F，Building 3，NO. 218,,Medical Device,"medical instruments,bio-pharmacy,In vitro reagent testing",
shengguang-medical-instrument-co-ltd,shengguang-medical-instrument-co-ltd,31484711,744,https://www.linkedin.com/company/shengguang-medical-instrument-co-ltd/,"Shengguang Medical Instrument Co.,Ltd",https://media-exp1.licdn.com/dms/image/C510BAQEQT3nwY3z02w/company-logo_400_400/0/1583472654702?e=1621468800&v=beta&t=gsWCQoMmUM3dLlW86wlBVbCuOebSp0QPfyw5eALIMoU,PRIVATELY_HELD,8615637589252,http://www.shengguangmedical.com,To make humanity better!,14,1001,5000,63,"Shengguang medical is a professional manufacture of disposable medical products(Syringe, I.V.Set, I.V.Cannula, Surgical gowns,Surgical face mask...etc), specialized in medical field more than 20 years. We have CE/ISO 13485 for all our products, and our factory is ISO 9001 approved factory, there are advanced automatic lines imported from Germany, there are more than 2000 workers, Shengguang is a well-known brand and have good reputation in hospital all over China.",1993,CN,Pingdingshan,HA,East of Longshan Road.,Jiaxian County,467100,Medical Device,,
tianjin-zhongxin-pharmaceutical-group-co-ltd-,tianjin-zhongxin-pharmaceutical-group-co-ltd-,3994421,745,https://www.linkedin.com/company/tianjin-zhongxin-pharmaceutical-group-co-ltd-/,"Zhongxin Pharmaceutical Group Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQH9twE5Pv7ptA/company-logo_400_400/0/1519903019668?e=1621468800&v=beta&t=FRKSGuWwRocSLxRANL2a7vPfrw1u5UgUt8jC0Lz4T00,PUBLIC_COMPANY,,,,11,,1,59,"Tianjin Zhongxin Pharma is a pharmaceuticals company based out of TIANJIN. Tianjin Zhongxin Pharma representatives, don’t miss out on opportunities to build relationships with members on LinkedIn. Claim your page, write a simple description, and share content to attract followers that can lead to new customers, brand fans, and future employees. Go here to get started: http://linkd.in/1DUpBvu",,CN,Tianjin,TJ,,,,Pharmaceuticals,,
浙江宾美生物科技有限公司,浙江宾美生物科技有限公司,32948291,746,https://www.linkedin.com/company/浙江宾美生物科技有限公司/,"Zhejiang Binmei Biotechnology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQFDhlwkgfYYyw/company-logo_400_400/0/1560470905340?e=1621468800&v=beta&t=4hOVcl0WY7f2ozhD5_blwQRg5Cj4iKd2g6OBfcjZ7hU,PARTNERSHIP,+86-576-89395152,http://www.binmei-global.com,"We Have it Down to a BINMEI.  Brilliant, Innovative, Natural, Magic, Enhancing health & wellness, Imaginative, etc.",6,11,50,57,"Zhejiang Binmei Biotechnology Co.,Ltd is established in 2013, registered capital RMB10 million.  It locate in Zhejiang Linhai Hi-tech Development Zone (near by Geely Automotive Industry Park & Zhejiang National Pharmaceutical Industrial Park ). Binmei specialize in manufacturing high quality and reliable (powder & liquid & oil soluble ) Spirulina Extract (Phycocyanin) which is widely used in fields of food, health, cosmetics, pharmaceuticals and others. Since establishment, the company has been based on the development of marine natural products and pharmaceuticals. It aim to be the leader of the innovation and development of the marine economy. Our company is young, but it is developing rapidly. And it is one of the few technology companies that can produce phycocyanin on a large scale in the world. Binmei has the independent intellectual property rights about spirulina extraction, its independent innovation‘high activity phycocyanin natural purification technology’won the national patent technology . The main products : food grade phycocyanin, medical grade phycocyanin, reagent grade phycocyanin, phycocyanin for cosmetics, fluorescence phycocyanobilin, phycoerythrin, modified phycocyanin. The high-quality products are widely exported to the United States, Germany, Japan, South Korea and other countries. Binmei will focus on the development and application fields of spirulina extract(phycocyanin),  constantly improve our technology, in order to become the most influential supplier of spirulina extract (phycocyanin) in the world.",2013,CN,Linhai,ZJ,"No.5, Beiyang 9th road, Toumen Port Development Area",,317013,Biotechnology,"Biotechnology,Food additive,raw materials,plant extracts,Marine life,Natural colouring,spirulina,blue spirulina,phycocyanin,Phycobiliprotein,Fluorescent reagent,Targeted drug,Phycoerythrin,health,Functional raw materials,Cosmetic additive,medical and health care,natural 100%",
zhejiang-Hangzhou-xinfu-pharmaceutical-co-ltd-,zhejiang-Hangzhou-xinfu-pharmaceutical-co-ltd-,3995653,747,https://www.linkedin.com/company/zhejiang-Hangzhou-xinfu-pharmaceutical-co-ltd-/,"Zhejiang Hangzhou Xinfu Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQFgYPxjqcTsxg/company-logo_400_400/0/1519873235083?e=1621468800&v=beta&t=jPwjoyvCe_4oZ4kZR0etM1KrnECRk4gPGYhlKa-mr1I,PUBLIC_COMPANY,,http://www.xinfupharm.com,,9,,1,56,"Zhejiang Hangzhou Xinfu Pharma is a pharmaceuticals company based out of Hangzhou, ZHJ, China.",,CN,Hangzhou,ZJ,,,,Pharmaceuticals,,
